,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,INTU,INTU_6m,INTU_12m,INTU_6m_ret,INTU_12m_ret
0,0,0,0,2019-02-05,217.09976196289065,,,,
1,1,1,1,2019-02-06,217.1868438720703,,,,
2,2,2,2,2019-02-07,213.69566345214844,,,,
3,3,3,3,2019-02-08,217.4285888671875,,,,
4,4,4,4,2019-02-11,218.0475006103516,,,,
5,5,5,5,2019-02-12,221.4226226806641,,,,
6,6,6,6,2019-02-13,221.0647888183593,217.09976196289065,,0.018263616779765846,
7,7,7,7,2019-02-14,223.1826934814453,217.1868438720703,,0.02760687296927955,
8,8,8,8,2019-02-15,225.6391143798828,213.69566345214844,,0.055890001391669886,
9,9,9,9,2019-02-19,226.9059600830078,217.4285888671875,,0.043588431793619486,
10,10,10,10,2019-02-20,228.20184326171875,218.0475006103516,,0.046569406312585215,
11,11,11,11,2019-02-21,227.2928009033203,221.4226226806641,,0.026511194527409243,
12,12,12,12,2019-02-22,242.6790466308593,221.0647888183593,217.09976196289065,0.09777340809467239,0.11782272093113111
13,13,13,13,2019-02-25,239.5650329589844,223.1826934814453,217.1868438720703,0.07340326985927814,0.10303657757509255
14,14,14,14,2019-02-26,240.71588134765625,225.6391143798828,213.69566345214844,0.0668180559439282,0.12644251857529287
15,15,15,15,2019-02-27,241.62489318847656,226.9059600830078,217.4285888671875,0.06486798804264193,0.11128391370864743
16,16,16,16,2019-02-28,238.9944305419922,228.20184326171875,218.0475006103516,0.047294040775541335,0.0960659024891668
17,17,17,17,2019-03-01,242.1664886474609,227.2928009033203,221.4226226806641,0.06543844629054996,0.09368449219713937
18,18,18,18,2019-03-04,240.8029022216797,242.6790466308593,221.0647888183593,-0.007730969917783659,0.08928655490014958
19,19,19,19,2019-03-05,238.955795288086,239.5650329589844,223.1826934814453,-0.0025430993136745794,0.07067349874040296
20,20,20,20,2019-03-06,238.78170776367188,240.71588134765625,225.6391143798828,-0.008035089222845793,0.058246077679875885
21,21,21,21,2019-03-07,237.3504333496093,241.62489318847656,226.9059600830078,-0.01769047792411449,0.046029964408077495
22,22,22,22,2019-03-08,237.7855987548828,238.9944305419922,228.20184326171875,-0.005057991453474409,0.0419968364680241
23,23,23,23,2019-03-11,242.29220581054688,242.1664886474609,227.2928009033203,0.0005191352601596755,0.06599155295554926
24,24,24,24,2019-03-12,242.0601043701172,240.8029022216797,242.6790466308593,0.005220876230470628,-0.002550456124395306
25,25,25,25,2019-03-13,245.29983520507807,238.955795288086,239.5650329589844,0.02654901049519931,0.023938394411155528
26,26,26,26,2019-03-14,248.317123413086,238.78170776367188,240.71588134765625,0.039933610236390304,0.03157765089230469
27,27,27,27,2019-03-15,249.6323699951172,237.3504333496093,241.62489318847656,0.0517460047246554,0.03314011524629823
28,28,28,28,2019-03-18,249.2358245849609,237.7855987548828,238.9944305419922,0.04815357149480426,0.042852019688254916
29,29,29,29,2019-03-19,247.6304931640625,242.29220581054688,242.1664886474609,0.022032435321876376,0.022563008396078832
30,30,30,30,2019-03-20,247.5627593994141,242.0601043701172,240.8029022216797,0.022732597937259236,0.0280721582479575
31,31,31,31,2019-03-21,252.040283203125,245.29983520507807,238.955795288086,0.027478404102520892,0.05475693903662937
32,32,32,32,2019-03-22,244.3617401123047,248.317123413086,238.78170776367188,-0.01592875773694169,0.023368759696431596
33,33,33,33,2019-03-25,245.473876953125,249.6323699951172,237.3504333496093,-0.016658468779804148,0.034225526740665924
34,34,34,34,2019-03-26,247.5627593994141,249.2358245849609,237.7855987548828,-0.006712779707062078,0.04111754747018925
35,35,35,35,2019-03-27,246.97286987304688,247.6304931640625,242.29220581054688,-0.002655663616434878,0.019318260968575807
36,36,36,36,2019-03-28,250.6864624023437,247.5627593994141,242.0601043701172,0.012617822690729863,0.035637256518061156
37,37,37,37,2019-03-29,252.804428100586,252.040283203125,245.29983520507807,0.0030318363705581497,0.03059355049804191
38,38,38,38,2019-04-01,257.00146484375,244.3617401123047,248.317123413086,0.051725465392562286,0.03497278524855196
39,39,39,39,2019-04-02,259.42889404296875,245.473876953125,249.6323699951172,0.05684929599457367,0.03924380499229008
40,40,40,40,2019-04-03,260.22186279296875,247.5627593994141,249.2358245849609,0.05113492604568459,0.04407888884474098
41,41,41,41,2019-04-04,253.9841766357422,246.97286987304688,247.6304931640625,0.02838897554334352,0.025657920357450514
42,42,42,42,2019-04-05,253.0848388671875,250.6864624023437,247.5627593994141,0.0095672356690506,0.022305776043092918
43,43,43,43,2019-04-08,252.1757659912109,252.804428100586,252.040283203125,-0.0024867527602204786,0.0005375441828745497
44,44,44,44,2019-04-09,250.82907104492188,257.00146484375,244.3617401123047,-0.0240169596020815,0.02646621737774879
45,45,45,45,2019-04-10,251.01315307617188,259.42889404296875,245.473876953125,-0.03243948981798073,0.022565644018017528
46,46,46,46,2019-04-11,251.49755859375,260.22186279296875,247.5627593994141,-0.03352640744932245,0.01589414823086366
47,47,47,47,2019-04-12,251.95291137695312,253.9841766357422,246.97286987304688,-0.00799760554257778,0.020164326172612324
48,48,48,48,2019-04-15,252.747299194336,253.0848388671875,250.6864624023437,-0.0013337016723812267,0.008220774158457456
49,49,49,49,2019-04-16,249.94744873046875,252.1757659912109,252.804428100586,-0.008836365588039241,-0.011301144491743242
50,50,50,50,2019-04-17,248.2810974121093,250.82907104492188,257.00146484375,-0.010158207029982824,-0.0339311973841957
51,51,51,51,2019-04-18,249.73426818847656,251.01315307617188,259.42889404296875,-0.005094891929058543,-0.0373691060521828
52,52,52,52,2019-04-22,253.4351806640625,251.49755859375,260.22186279296875,0.0077043374939571585,-0.026080368713314872
53,53,53,53,2019-04-23,257.397705078125,251.95291137695312,253.9841766357422,0.021610362314987475,0.013439925618982107
54,54,54,54,2019-04-24,255.80889892578125,252.747299194336,253.0848388671875,0.012113283667934294,0.01076342648886719
55,55,55,55,2019-04-25,255.6151123046875,249.94744873046875,252.1757659912109,0.02267542078547269,0.01363868688951042
56,56,56,56,2019-04-26,245.6749267578125,248.2810974121093,250.82907104492188,-0.010496854901406172,-0.02054843270613671
57,57,57,57,2019-04-29,240.0073089599609,249.73426818847656,251.01315307617188,-0.03894923711941145,-0.0438456868946272
58,58,58,58,2019-04-30,243.2334899902344,253.4351806640625,251.49755859375,-0.04025364847570556,-0.03285943867496843
59,59,59,59,2019-05-01,236.248291015625,257.397705078125,251.95291137695312,-0.08216628837495177,-0.06233156932182471
60,60,60,60,2019-05-02,238.28277587890625,255.80889892578125,252.747299194336,-0.06851256199636713,-0.05722919042671171
61,61,61,61,2019-05-03,241.10206604003903,255.6151123046875,249.94744873046875,-0.05677694927265975,-0.035388969702859985
62,62,62,62,2019-05-06,240.73391723632807,245.6749267578125,248.2810974121093,-0.02011198125381064,-0.030397723606215732
63,63,63,63,2019-05-07,236.7907867431641,240.0073089599609,249.73426818847656,-0.013401767765886752,-0.051829016254765325
64,64,64,64,2019-05-08,236.5098571777344,243.2334899902344,253.4351806640625,-0.0276427099441362,-0.06678363849083457
65,65,65,65,2019-05-09,233.7777404785156,236.248291015625,257.397705078125,-0.010457432417769308,-0.09176447238502106
66,66,66,66,2019-05-10,237.00396728515625,238.28277587890625,255.80889892578125,-0.005366768911572062,-0.07351163982016495
67,67,67,67,2019-05-13,229.54397583007807,241.10206604003903,255.6151123046875,-0.04793857804620205,-0.1019937211049291
68,68,68,68,2019-05-14,233.47743225097656,240.73391723632807,245.6749267578125,-0.03014317661863919,-0.04964891886936551
69,69,69,69,2019-05-15,235.56040954589844,236.7907867431641,240.0073089599609,-0.005196051815141711,-0.018528183301302348
70,70,70,70,2019-05-16,239.83290100097656,236.5098571777344,243.2334899902344,0.014050339647133203,-0.013980759760485184
71,71,71,71,2019-05-17,237.79840087890625,233.7777404785156,236.248291015625,0.017198645141153435,0.006561359054143345
72,72,72,72,2019-05-20,236.09323120117188,237.00396728515625,238.28277587890625,-0.003842703961527416,-0.009188849968942314
73,73,73,73,2019-05-21,238.40872192382807,229.54397583007807,241.10206604003903,0.038618944634435604,-0.01117097070318629
74,74,74,74,2019-05-22,239.81350708007807,233.47743225097656,240.73391723632807,0.02713784697739241,-0.003823350555735905
75,75,75,75,2019-05-23,233.7874450683593,235.56040954589844,236.7907867431641,-0.007526580892591284,-0.012683524203424335
76,76,76,76,2019-05-24,249.4533843994141,239.83290100097656,236.5098571777344,0.04011327619473848,0.05472722099676708
77,77,77,77,2019-05-28,247.7288360595703,237.79840087890625,233.7777404785156,0.0417598904953147,0.05967674917423049
78,78,78,78,2019-05-29,241.83839416503903,236.09323120117188,237.00396728515625,0.024334297661298798,0.020398084197747357
79,79,79,79,2019-05-30,240.34637451171875,238.40872192382807,229.54397583007807,0.008127440020880394,0.047060257811502026
80,80,80,80,2019-05-31,237.2170867919922,239.81350708007807,233.47743225097656,-0.010826830897472717,0.016017199199773957
81,81,81,81,2019-06-03,230.6484222412109,233.7874450683593,235.56040954589844,-0.013426823781022668,-0.0208523465982956
82,82,82,82,2019-06-04,239.3969573974609,249.4533843994141,239.83290100097656,-0.040313852731102884,-0.00181769724544123
83,83,83,83,2019-06-05,244.2604522705078,247.7288360595703,237.79840087890625,-0.014000726940922137,0.027174494730484833
84,84,84,84,2019-06-06,245.3067626953125,241.83839416503903,236.09323120117188,0.01434167863315583,0.03902497097127666
85,85,85,85,2019-06-07,249.4436798095703,240.34637451171875,238.40872192382807,0.03785081142302804,0.04628588164349101
86,86,86,86,2019-06-10,252.39859008789065,237.2170867919922,239.81350708007807,0.06399835484536842,0.052478624582268374
87,87,87,87,2019-06-11,248.72674560546875,230.6484222412109,233.7874450683593,0.07838043368600034,0.0639012096339957
88,88,88,88,2019-06-12,249.36618041992188,239.3969573974609,249.4533843994141,0.04164306485278124,-0.0003495802620684385
89,89,89,89,2019-06-13,249.17237854003903,244.2604522705078,247.7288360595703,0.02010938006489682,0.005827107184734892
90,90,90,90,2019-06-14,246.20782470703125,245.3067626953125,241.83839416503903,0.003673204936620156,0.01806756349453087
91,91,91,91,2019-06-17,246.7987518310547,249.4436798095703,240.34637451171875,-0.010603307249695826,0.02684616039016352
92,92,92,92,2019-06-18,250.1702880859375,252.39859008789065,237.2170867919922,-0.008828504157559758,0.054604840945979394
93,93,93,93,2019-06-19,254.462142944336,248.72674560546875,230.6484222412109,0.02305902939752502,0.10324683980808169
94,94,94,94,2019-06-20,258.3471984863281,249.36618041992188,239.3969573974609,0.03601538128098447,0.0791582369921473
95,95,95,95,2019-06-21,253.35777282714844,249.17237854003903,244.2604522705078,0.016797183988179754,0.037244345009914914
96,96,96,96,2019-06-24,254.16183471679688,246.20782470703125,245.3067626953125,0.032306081332834635,0.03609795312688946
97,97,97,97,2019-06-25,249.46304321289065,246.7987518310547,249.4436798095703,0.010795400552348733,7.76263537127786e-05
98,98,98,98,2019-06-26,248.50390625,250.1702880859375,252.39859008789065,-0.00666099019466726,-0.015430687772599816
99,99,99,99,2019-06-27,249.94744873046875,254.462142944336,248.72674560546875,-0.017742105610007552,0.0049078080526823165
100,100,100,100,2019-06-28,253.18328857421875,258.3471984863281,249.36618041992188,-0.019988255891161377,0.015307240732761018
101,101,101,101,2019-07-01,255.9638519287109,253.35777282714844,249.17237854003903,0.010286162024878642,0.02725612456912252
102,102,102,102,2019-07-02,258.0274658203125,254.16183471679688,246.20782470703125,0.015209329551082895,0.04800676472141263
103,103,103,103,2019-07-03,261.7477722167969,249.46304321289065,246.7987518310547,0.04924468508717128,0.060571701740110395
104,104,104,104,2019-07-05,262.1062316894531,248.50390625,250.1702880859375,0.05473686770045738,0.047711275766750605
105,105,105,105,2019-07-08,262.6778564453125,249.94744873046875,254.462142944336,0.05093233709527323,0.032286584581556754
106,106,106,106,2019-07-09,262.697265625,253.18328857421875,258.3471984863281,0.03757742900156824,0.01683806584379144
107,107,107,107,2019-07-10,266.7054443359375,255.9638519287109,253.35777282714844,0.041965270979818836,0.05268309458141407
108,108,108,108,2019-07-11,270.0148620605469,258.0274658203125,254.16183471679688,0.046457830379120546,0.062373752382667735
109,109,109,109,2019-07-12,273.3436279296875,261.7477722167969,249.46304321289065,0.04430164052470387,0.09572794594835932
110,110,110,110,2019-07-15,274.2171936035156,262.1062316894531,248.50390625,0.04620631045663859,0.10347236685948724
111,111,111,111,2019-07-16,272.5964660644531,262.6778564453125,249.94744873046875,0.037759595549332614,0.09061511709370551
112,112,112,112,2019-07-17,272.35382080078125,262.697265625,253.18328857421875,0.036759252719310576,0.07571799993008943
113,113,113,113,2019-07-18,274.53741455078125,266.7054443359375,255.9638519287109,0.029365618067318966,0.0725632251668229
114,114,114,114,2019-07-19,271.0824584960937,270.0148620605469,258.0274658203125,0.003953843234404619,0.050595360591854766
115,115,115,115,2019-07-22,272.8584289550781,273.3436279296875,261.7477722167969,-0.0017750513457521766,0.04244795149231928
116,116,116,116,2019-07-23,273.5863342285156,274.2171936035156,262.1062316894531,-0.002300582858098088,0.043799426152767884
117,117,117,117,2019-07-24,273.062255859375,272.5964660644531,262.6778564453125,0.0017087154563908413,0.039532831410265645
118,118,118,118,2019-07-25,273.29522705078125,272.35382080078125,262.697265625,0.003456556060906557,0.040342869197998565
119,119,119,119,2019-07-26,275.4012145996094,274.53741455078125,266.7054443359375,0.003146383709635936,0.03260439727926534
120,120,120,120,2019-07-29,273.05255126953125,271.0824584960937,270.0148620605469,0.007267503712218071,0.011250081517006238
121,121,121,121,2019-07-30,271.37359619140625,272.8584289550781,273.3436279296875,-0.005441769819455877,-0.007207161744366752
122,122,122,122,2019-07-31,269.1317138671875,273.5863342285156,274.2171936035156,-0.016282320437859932,-0.01854544446866857
123,123,123,123,2019-08-01,269.7625427246094,273.062255859375,272.5964660644531,-0.012084105598486494,-0.01039603844010839
124,124,124,124,2019-08-02,266.5404968261719,273.29522705078125,272.35382080078125,-0.024715873370720343,-0.021344749111713912
125,125,125,125,2019-08-05,255.7581024169922,275.4012145996094,274.53741455078125,-0.07132543772973265,-0.06840347121545232
126,126,126,126,2019-08-06,262.1246643066406,273.05255126953125,271.0824584960937,-0.040021186076022675,-0.03304453648217942
127,127,127,127,2019-08-07,260.64947509765625,271.37359619140625,272.8584289550781,-0.03951792379309449,-0.04474464616752549
128,128,128,128,2019-08-08,268.5396728515625,269.1317138671875,273.5863342285156,-0.0021998188437842847,-0.018446321126324383
129,129,129,129,2019-08-09,268.41357421875,269.7625427246094,273.062255859375,-0.005000577516191651,-0.017024255607919092
130,130,130,130,2019-08-12,264.6091613769531,266.5404968261719,273.29522705078125,-0.007245936254400731,-0.031782719982205054
131,131,131,131,2019-08-13,270.9174499511719,255.7581024169922,275.4012145996094,0.05927220835202962,-0.01628084558361953
132,132,132,132,2019-08-14,259.98956298828125,262.1246643066406,273.05255126953125,-0.008145365961677253,-0.047840564830890275
133,133,133,133,2019-08-15,260.5233154296875,260.64947509765625,271.37359619140625,-0.00048402041830886144,-0.039982816729398296
134,134,134,134,2019-08-16,262.9690246582031,268.5396728515625,269.1317138671875,-0.020744227972745777,-0.022898413272935847
135,135,135,135,2019-08-19,266.1426086425781,268.41357421875,269.7625427246094,-0.00846069571101904,-0.013418964862466853
136,136,136,136,2019-08-20,264.7935485839844,264.6091613769531,266.5404968261719,0.0006968285076440761,-0.006554156921703358
137,137,137,137,2019-08-21,268.0932312011719,270.9174499511719,255.7581024169922,-0.010424646882321587,0.0482296696277027
138,138,138,138,2019-08-22,267.57891845703125,259.98956298828125,262.1246643066406,0.029191000521402,0.020807863177690455
139,139,139,139,2019-08-23,270.5194702148437,260.5233154296875,260.64947509765625,0.03836952085716128,0.03786692880731679
140,140,140,140,2019-08-26,274.43072509765625,262.9690246582031,268.5396728515625,0.04358574343252242,0.021937362861650822
141,141,141,141,2019-08-27,274.8576965332031,266.1426086425781,268.41357421875,0.03274593247235025,0.024008183390908933
142,142,142,142,2019-08-28,273.62518310546875,264.7935485839844,264.6091613769531,0.033352906703024265,0.03407297646687191
143,143,143,143,2019-08-29,278.477783203125,268.0932312011719,270.9174499511719,0.03873485337703575,0.027906409326220016
144,144,144,144,2019-08-30,279.8558044433594,267.57891845703125,259.98956298828125,0.045881364859091445,0.07641168832601775
145,145,145,145,2019-09-03,275.8184814453125,270.5194702148437,260.5233154296875,0.019588280378711298,0.05870939416841936
146,146,146,146,2019-09-04,277.8662414550781,274.43072509765625,262.9690246582031,0.012518701600191973,0.05665008194876875
147,147,147,147,2019-09-05,283.6893310546875,274.8576965332031,266.1426086425781,0.0321316617030496,0.06592977539975231
148,148,148,148,2019-09-06,279.31231689453125,273.62518310546875,264.7935485839844,0.02078439463983983,0.05483052131816568
149,149,149,149,2019-09-09,267.7632751464844,278.477783203125,268.0932312011719,-0.038475270570598186,-0.0012307511577563934
150,150,150,150,2019-09-10,259.6692810058594,279.8558044433594,267.57891845703125,-0.07213187333259541,-0.02956001727184654
151,151,151,151,2019-09-11,258.28143310546875,275.8184814453125,270.5194702148437,-0.0635818464663721,-0.045239025123240184
152,152,152,152,2019-09-12,260.3388977050781,277.8662414550781,274.43072509765625,-0.06307834898624631,-0.051349306414445905
153,153,153,153,2019-09-13,257.3983154296875,283.6893310546875,274.8576965332031,-0.09267537671316872,-0.06352152886286921
154,154,154,154,2019-09-16,257.9804992675781,279.31231689453125,273.62518310546875,-0.07637263499199021,-0.057175599337508265
155,155,155,155,2019-09-17,260.6203918457031,267.7632751464844,278.477783203125,-0.026676112685257602,-0.0641250126025188
156,156,156,156,2019-09-18,260.3582763671875,259.6692810058594,279.8558044433594,0.0026533572190718946,-0.06966990774035575
157,157,157,157,2019-09-19,262.056640625,258.28143310546875,275.8184814453125,0.014616643070853863,-0.049894556551102975
158,158,158,158,2019-09-20,261.2414855957031,260.3388977050781,277.8662414550781,0.0034669728518537113,-0.05983006705786775
159,159,159,159,2019-09-23,261.0668334960937,257.3983154296875,283.6893310546875,0.01425230021526036,-0.07974391378938683
160,160,160,160,2019-09-24,257.0392150878906,257.9804992675781,279.31231689453125,-0.0036486640748423227,-0.07974264097723616
161,161,161,161,2019-09-25,258.5725402832031,260.6203918457031,267.7632751464844,-0.007857602960371635,-0.03432410534362229
162,162,162,162,2019-09-26,261.7655944824219,260.3582763671875,259.6692810058594,0.005405313535144174,0.008073012981905991
163,163,163,163,2019-09-27,255.4281311035156,262.056640625,258.28143310546875,-0.025294186423498122,-0.011047259447364177
164,164,164,164,2019-09-30,258.0970458984375,261.2414855957031,260.3388977050781,-0.012036525095144968,-0.008611282549026877
165,165,165,165,2019-10-01,256.50537109375,261.0668334960937,257.3983154296875,-0.017472393337976233,-0.0034691149180478
166,166,166,166,2019-10-02,252.7689666748047,257.0392150878906,257.9804992675781,-0.016613217604270147,-0.020201265628872256
167,167,167,167,2019-10-03,255.2437896728516,258.5725402832031,260.6203918457031,-0.01287356579591048,-0.020630013387573642
168,168,168,168,2019-10-04,259.2130432128906,261.7655944824219,260.3582763671875,-0.009751286354413025,-0.004398681579385388
169,169,169,169,2019-10-07,258.892822265625,255.4281311035156,262.056640625,0.013564250527696498,-0.012073032577344156
170,170,170,170,2019-10-08,253.2930145263672,258.0970458984375,261.2414855957031,-0.01861327531025181,-0.030425761250022054
171,171,171,171,2019-10-09,256.735595703125,256.50537109375,261.0668334960937,0.0008975430354276615,-0.0165905325275012
172,172,172,172,2019-10-10,260.1684875488281,252.7689666748047,257.0392150878906,0.029273850233138665,0.012174299784830422
173,173,173,173,2019-10-11,262.6385803222656,255.2437896728516,258.5725402832031,0.028971481182331615,0.015724949117215337
174,174,174,174,2019-10-14,261.6563415527344,259.2130432128906,261.7655944824219,0.009425831005876795,-0.0004173693258028299
175,175,175,175,2019-10-15,265.9742126464844,258.892822265625,255.4281311035156,0.02735259447862881,0.041287862450416046
176,176,176,176,2019-10-16,261.743896484375,253.2930145263672,258.0970458984375,0.033364054566645374,0.014129764923278332
177,177,177,177,2019-10-17,259.1959533691406,256.735595703125,256.50537109375,0.009583235465566942,0.010489379867243631
178,178,178,178,2019-10-18,255.24771118164065,260.1684875488281,252.7689666748047,-0.018913806255125176,0.00980636404636237
179,179,179,179,2019-10-21,254.98513793945312,262.6385803222656,255.2437896728516,-0.029140586936700186,-0.001013351720447253
180,180,180,180,2019-10-22,246.3592071533203,261.6563415527344,259.2130432128906,-0.05846269312120256,-0.04958792158083458
181,181,181,181,2019-10-23,248.9265594482422,265.9742126464844,258.892822265625,-0.06409513549684165,-0.03849570926751067
182,182,182,182,2019-10-24,251.77593994140625,261.743896484375,253.2930145263672,-0.03808286144148465,-0.005989405542026982
183,183,183,183,2019-10-25,250.57980346679688,259.1959533691406,256.735595703125,-0.03324183803931857,-0.023977166934990746
184,184,184,184,2019-10-28,251.493896484375,255.24771118164065,260.1684875488281,-0.014706555760628737,-0.0333422050694171
185,185,185,185,2019-10-29,251.37722778320312,254.98513793945312,262.6385803222656,-0.01414949194845505,-0.04287775438492114
186,186,186,186,2019-10-30,253.1277313232422,246.3592071533203,261.6563415527344,0.02747420828363656,-0.032594701045200236
187,187,187,187,2019-10-31,250.4144592285156,248.9265594482422,265.9742126464844,0.005977264071665989,-0.058500984975749515
188,188,188,188,2019-11-01,249.42251586914065,251.77593994140625,261.743896484375,-0.009347295348448692,-0.047074185036325655
189,189,189,189,2019-11-04,247.06912231445312,250.57980346679688,259.1959533691406,-0.014010231885304036,-0.04678634406539817
190,190,190,190,2019-11-05,246.19390869140625,251.493896484375,255.24771118164065,-0.021074021545083643,-0.035470651032758926
191,191,191,191,2019-11-06,246.44674682617188,251.37722778320312,254.98513793945312,-0.01961387274619586,-0.03348583836015062
192,192,192,192,2019-11-07,252.21356201171875,253.1277313232422,246.3592071533203,-0.003611494113049396,0.023763491229110034
193,193,193,193,2019-11-08,249.7823944091797,250.4144592285156,248.9265594482422,-0.002524074773011087,0.0034381022372000913
194,194,194,194,2019-11-11,250.92984008789065,249.42251586914065,251.77593994140625,0.006043256413710507,-0.0033605270373034957
195,195,195,195,2019-11-12,252.82620239257807,247.06912231445312,250.57980346679688,0.02330149564702677,0.00896480440443348
196,196,196,196,2019-11-13,254.5475311279297,246.19390869140625,251.493896484375,0.033931068729220026,0.012141983110689258
197,197,197,197,2019-11-14,257.4941101074219,246.44674682617188,251.37722778320312,0.044826573787326573,0.024333478327218216
198,198,198,198,2019-11-15,258.72918701171875,252.21356201171875,253.1277313232422,0.025833761467978666,0.022128968877469735
199,199,199,199,2019-11-18,261.0145263671875,249.7823944091797,250.4144592285156,0.04496766869648927,0.04233009216532024
200,200,200,200,2019-11-19,264.76824951171875,250.92984008789065,249.42251586914065,0.055148520474811,0.061525053538587615
201,201,201,201,2019-11-20,265.95477294921875,252.82620239257807,247.06912231445312,0.05192725450289837,0.07643873284468627
202,202,202,202,2019-11-21,263.6888427734375,254.5475311279297,246.19390869140625,0.035912002779997954,0.07106160414374996
203,203,203,203,2019-11-22,252.660873413086,257.4941101074219,246.44674682617188,-0.01877028057969765,0.025214885840214363
204,204,204,204,2019-11-25,249.9962921142578,258.72918701171875,252.21356201171875,-0.033753033425894086,-0.008791239772260595
205,205,205,205,2019-11-26,258.5638427734375,261.0145263671875,249.7823944091797,-0.009389069749713652,0.03515639436890239
206,206,206,206,2019-11-27,254.9365234375,264.76824951171875,250.92984008789065,-0.03713332732436858,0.015967345088196527
207,207,207,207,2019-11-29,251.76629638671875,265.95477294921875,252.82620239257807,-0.05334920823251832,-0.004192231643038058
208,208,208,208,2019-12-02,249.49058532714844,263.6888427734375,254.5475311279297,-0.05384474100972203,-0.01986641071855355
209,209,209,209,2019-12-03,246.6995849609375,252.660873413086,257.4941101074219,-0.023594030890576878,-0.041921444890452464
210,210,210,210,2019-12-04,247.25387573242188,249.9962921142578,258.72918701171875,-0.010969828226822465,-0.044352596673900235
211,211,211,211,2019-12-05,246.79684448242188,258.5638427734375,261.0145263671875,-0.04550906331217497,-0.05447084529220647
212,212,212,212,2019-12-06,249.13075256347656,254.9365234375,264.76824951171875,-0.022773397847196897,-0.05906107313501752
213,213,213,213,2019-12-09,248.73208618164065,251.76629638671875,265.95477294921875,-0.01205169337049583,-0.06475795330383705
214,214,214,214,2019-12-10,245.37698364257807,249.49058532714844,263.6888427734375,-0.016488003662247785,-0.0694449523850088
